*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate,InventoryAssetAccount,CostOfGoodsSoldAccount
EM-J-GIGA5-COF,Jura Giga 5 Machine - EM,"Espresso Machine - Jura Giga 5, Household Coffee Machine (Domestic)",$0.00 ,53240,VS5 - VAT on Sales (5%),X,"$19,687.50 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-R-APPART-ROC,Rocket Appartamento White,Rocket Appartmento,$0.00 ,53240,VPX - VAT on Purchases (5%),,"$5,985.00 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-R-APPART-REF,Rocket Appartamento-REFURBISHE,Rocket Appartamento - REFURBISHED,$0.00 ,53240,N-T - Not Reportable,X,$0.00 ,43240,VS5 - VAT on Sales (5%),13420,53240
EM-J-A1HCM-COF,Jura A1 Home Machine - EM,Espresso Machine - JURA A1 Household Coffee Machine (Domestic),$0.00 ,53240,VS5 - VAT on Sales (5%),X,"$3,097.50 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-J- F9PBD-COF,Jura F9 Piano Black - EM,"Espresso Machine - JURA F9 Piano Black, Household Coffee Machine (Domestic)",$0.00 ,53240,VS5 - VAT on Sales (5%),X,"$7,087.50 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-J-ENAM9-COF,Jura Ena Micro 90 Machine - EM,"Espresso Machine - JURA Ena Micro 90, Household Coffee Machine (Domestic)",$0.00 ,53240,VS5 - VAT on Sales (5%),X,"$4,515.00 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-J-E8BCD-COF,Jura E8 Black Domestic - EM,Jura E8 Black Color Domestic - EM,$0.00 ,53240,VS5 - VAT on Sales (5%),X,"$6,877.50 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-M-MOCCA-BRE,Moccamaster - Coffee Machine,Moccamaster - Coffee Machine KGBT 741,$0.00 ,53240,VPX - VAT on Purchases (5%),X,"$1,420.00 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-R-APPART-COPPER,Rocket Appartamento Copper,,$0.00 ,53240,N-T - Not Reportable,,"$5,985.00 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-R-R58RO-ROC,R58 (Rocket),"Espresso Machine, R58 (Rocket)",$0.00 ,53240,VS5 - VAT on Sales (5%),X,"$11,124.75 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-R-V2CER-ROC,V2  CE  (Rocket),"Espresso Machine, V2  CE  (Rocket)","$4,356.67 ",53240,VS5 - VAT on Sales (5%),X,"$8,394.75 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-R-GPPCE-ROC,Giotto Plus PID CE  (Rocket),"Espresso Machine, Giotto Plus PID CE  (Rocket)","$4,282.27 ",53240,VS5 - VAT on Sales (5%),X,"$9,129.75 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-R-R60RO-ROC,R60 (Rocket),"Espresso Machine, R60 (Rocket)",$0.00 ,53240,VS5 - VAT on Sales (5%),X,"$16,012.50 ",43240,VS5 - VAT on Sales (5%),13420,53240
EM-R-CELLI-ROC,Cellini Evoluzione V2 CE - Roc,"Espresso Machine, Cellini Evoluzione V2 CE (Rocket)",$0.00 ,53240,VS5 - VAT on Sales (5%),X,"$7,875.00 ",43240,VS5 - VAT on Sales (5%),13420,53240
RT-AVANTCHA-ORGANICD50g,Organic Dragon Well-Long Jing,AVANTCHA - Organic Dragon Well - Long Jing 50g,$0.00 ,53310,VPX - VAT on Purchases (5%),X,$82.95 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-OrganicM30g,Organic Matcha-Ceremonial Grad,AVANCTCHA - Organic Matcha - Ceremonial Grade Tin 30g,$0.00 ,53310,VPX - VAT on Purchases (5%),X,$187.95 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-Darjeeling2nd50g,Darjeeling 2nd Flush 50g,AVANTCHA - Darjeeling 2nd Flush 50g,$0.00 ,53310,VPX - VAT on Purchases (5%),X,$40.95 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-GoldenAssam50g,Golden Assam 50g,AVANTCHA - Golden Assam 50g,$0.00 ,53310,VPX - VAT on Purchases (5%),X,$38.85 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-ChamomileC30g,Chamomile Cooler 30g,AVANTCHA - Chamomile Cooler 30g,$0.00 ,53310,VPX - VAT on Purchases (5%),X,$27.30 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-JasmineS50g,Jasmine Silver Needle 50g,AVANTCHA - Jasmine Silver Needle 50g,$0.00 ,53310,VPX - VAT on Purchases (5%),X,$71.40 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-PuErh50g,Pu Erh Masala 50g,AVANTCHA - Pu Erh Masala 50g,$0.00 ,53310,VPX - VAT on Purchases (5%),X,$30.45 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-TEATIMER,Sand Tea Timer 4-1,AVANTCHA - Sand Tea Timer 4-1,$0.00 ,53310,VPX - VAT on Purchases (5%),X,$131.25 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-DiscoveryC,Discovery Collection - Black C,AVANTCHA - Discovery Collection - Black Carbon,$0.00 ,53310,VPX - VAT on Purchases (5%),X,$298.20 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-RamadanM,Ramadan Mini Collection - Blac,AVANTCHA - Ramadan Mini Collection - Black,$0.00 ,53310,VPX - VAT on Purchases (5%),X,$129.15 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-CubeAssam,"Cube, Assam Breakfast, 9 Silk","AVANTCHA - Cube, Assam Breakfast, 9 Silk Teabags",$0.00 ,53310,VPX - VAT on Purchases (5%),X,$36.75 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-CubeMoroccon,"Cube, Moroccan Mint, 9 Silk Te","AVANTCHA - Cube, Moroccan Mint, 9 Silk Teabags",$22.75 ,53310,VPX - VAT on Purchases (5%),X,$36.75 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-CubeOrgJasmine,"Cube, Organic Jasmine Mao Jian","AVANTCHA - Cube, Organic Jasmine Mao Jian, 9 Silk Teabags",$22.75 ,53310,VPX - VAT on Purchases (5%),X,$36.75 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-CubePeach,"Cube, Peach & Pear, 9 Silk Tea","AVANTCHA - Cube, Peach & Pear, 9 Silk Teabags",$22.75 ,53310,VPX - VAT on Purchases (5%),X,$36.75 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-Handblown150ml,Handblown Double Wall Glass 15,AVANTCHA - Handblown Double Wall Glass No. 252 - 150ml,$17.00 ,53310,VPX - VAT on Purchases (5%),X,$28.00 ,43310,VS5 - VAT on Sales (5%),13470,53310
RT-AVANTCHA-Teapot530ml,"Stump teapot, 530ml White","AVANTCHA - Stump teapot, 530ml White",$88.20 ,53310,VPX - VAT on Purchases (5%),X,$147.00 ,43310,VS5 - VAT on Sales (5%),13470,53310
